YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,OUTAGE.DURATION (min)
2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,"Wednesday, September 28, 2011",4:41:00 PM,"Wednesday, September 28, 2011",4:41:00 PM,intentional attack,vandalism,0
2013,8,Delaware,DE,RFC,Northeast,-0.3,normal,"Friday, August 23, 2013",7:30:00 AM,"Friday, August 23, 2013",7:31:00 AM,intentional attack,vandalism,1
2000,NA,Delaware,DE,RFC,Northeast,NA,NA,NA,NA,NA,NA,system operability disruption,NA,NA
2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,"Saturday, April 7, 2012",9:31:00 AM,"Saturday, April 7, 2012",9:32:00 AM,intentional attack,vandalism,1
2012,3,Delaware,DE,RFC,Northeast,-0.4,normal,"Friday, March 16, 2012",4:00:00 PM,"Friday, March 16, 2012",4:00:00 PM,intentional attack,vandalism,0
2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,"Friday, May 17, 2013",8:35:00 AM,"Friday, May 17, 2013",8:36:00 AM,intentional attack,vandalism,1
2012,11,Delaware,DE,RFC,Northeast,0.1,normal,"Wednesday, November 21, 2012",2:50:00 PM,"Wednesday, November 21, 2012",2:51:00 PM,intentional attack,vandalism,1
2013,8,Delaware,DE,RFC,Northeast,-0.3,normal,"Thursday, August 22, 2013",12:55:00 PM,"Thursday, August 22, 2013",2:45:00 PM,intentional attack,vandalism,110
2012,10,Delaware,DE,RFC,Northeast,0.3,normal,"Thursday, October 25, 2012",6:51:00 PM,"Thursday, October 25, 2012",7:30:00 PM,intentional attack,vandalism,39
2016,6,Delaware,DE,RFC,Northeast,0.1,normal,"Friday, June 17, 2016",4:30:00 AM,"Friday, June 17, 2016",4:31:00 AM,intentional attack,vandalism,1
2012,11,Delaware,DE,RFC,Northeast,0.1,normal,"Monday, November 26, 2012",12:37:00 PM,"Monday, November 26, 2012",12:38:00 PM,intentional attack,vandalism,1
2013,4,Delaware,DE,RFC,Northeast,-0.2,normal,"Tuesday, April 23, 2013",11:00:00 AM,"Tuesday, April 23, 2013",11:01:00 AM,intentional attack,vandalism,1
2013,6,Delaware,DE,RFC,Northeast,-0.2,normal,"Friday, June 28, 2013",5:14:00 PM,"Friday, June 28, 2013",5:15:00 PM,intentional attack,vandalism,1
2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,"Wednesday, May 15, 2013",2:11:00 PM,"Wednesday, May 15, 2013",2:12:00 PM,intentional attack,vandalism,1
2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,"Saturday, April 7, 2012",2:35:00 PM,"Saturday, April 7, 2012",2:36:00 PM,intentional attack,vandalism,1
2016,7,Delaware,DE,RFC,Northeast,-0.3,normal,"Thursday, July 21, 2016",6:18:00 AM,"Thursday, July 21, 2016",2:45:00 PM,intentional attack,NA,507
2016,1,Delaware,DE,RFC,Northeast,2.2,warm,"Thursday, January 14, 2016",8:27:00 AM,"Thursday, January 14, 2016",12:00:00 PM,intentional attack,vandalism,213
2015,6,Delaware,DE,RFC,Northeast,1,warm,"Tuesday, June 23, 2015",5:06:00 PM,"Friday, June 26, 2015",4:00:00 PM,severe weather,NA,4254
2013,6,Delaware,DE,RFC,Northeast,-0.2,normal,"Friday, June 21, 2013",11:14:00 PM,"Friday, June 21, 2013",11:15:00 PM,intentional attack,vandalism,1
2013,11,Delaware,DE,RFC,Northeast,-0.3,normal,"Friday, November 1, 2013",1:26:00 PM,"Friday, November 1, 2013",1:27:00 PM,intentional attack,vandalism,1
2014,1,Delaware,DE,RFC,Northeast,-0.5,cold,"Monday, January 6, 2014",7:52:00 PM,"Monday, January 6, 2014",8:45:00 PM,severe weather,winter,53
2011,1,Delaware,DE,RFC,Northeast,-1.3,cold,"Thursday, January 27, 2011",9:30:00 AM,"Thursday, January 27, 2011",9:30:00 AM,intentional attack,vandalism,0
2012,1,Delaware,DE,RFC,Northeast,-0.7,cold,"Thursday, January 12, 2012",8:26:00 AM,"Thursday, January 12, 2012",8:26:00 AM,intentional attack,vandalism,0
2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,"Friday, March 14, 2014",12:34:00 PM,"Friday, March 14, 2014",4:45:00 PM,intentional attack,vandalism,251
2007,2,Iowa,IA,MRO,East North Central,0.4,normal,"Saturday, February 24, 2007",6:00:00 PM,"Saturday, February 24, 2007",11:47:00 PM,severe weather,winter storm,347
2013,1,Iowa,IA,MRO,East North Central,-0.4,normal,"Wednesday, January 16, 2013",7:41:00 AM,"Thursday, January 17, 2013",10:58:00 AM,intentional attack,NA,1637
2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,"Wednesday, March 26, 2014",4:00:00 PM,"Thursday, April 10, 2014",12:00:00 PM,intentional attack,NA,21360
2012,4,Iowa,IA,MRO,East North Central,-0.4,normal,"Sunday, April 1, 2012",8:27:00 PM,"Tuesday, April 3, 2012",8:28:00 AM,intentional attack,vandalism,2161
2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,"Tuesday, March 11, 2014",12:00:00 AM,"Thursday, March 13, 2014",12:00:00 AM,intentional attack,NA,2880
2007,2,Iowa,IA,RFC,East North Central,0.4,normal,"Saturday, February 24, 2007",7:23:00 PM,"Sunday, February 25, 2007",12:47:00 PM,severe weather,winter storm,1044
2008,6,Iowa,IA,RFC,East North Central,-0.5,cold,"Thursday, June 12, 2008",3:30:00 PM,"Wednesday, June 18, 2008",4:00:00 PM,severe weather,flooding,8670
2014,3,Montana,MT,WECC,West North Central,-0.4,normal,"Wednesday, March 26, 2014",1:37:00 PM,"Wednesday, March 26, 2014",2:33:00 PM,islanding,NA,56
2013,6,Montana,MT,WECC,West North Central,-0.2,normal,"Saturday, June 22, 2013",4:12:00 PM,"Saturday, June 22, 2013",5:45:00 PM,intentional attack,NA,93
2010,6,Montana,MT,MRO,West North Central,-0.4,normal,"Thursday, June 17, 2010",10:49:00 AM,"Thursday, June 17, 2010",11:02:00 AM,islanding,NA,13
2003,4,New York,NY,NPCC,Northeast,0,normal,"Friday, April 4, 2003",3:11:00 AM,"Saturday, April 5, 2003",2:00:00 PM,severe weather,storm,2089
2012,10,New York,NY,NPCC,Northeast,0.3,normal,"Monday, October 29, 2012",1:00:00 PM,"Monday, November 12, 2012",2:00:00 PM,severe weather,hurricanes,20280
2012,10,New York,NY,NPCC,Northeast,0.3,normal,"Monday, October 29, 2012",4:01:00 PM,"Thursday, November 8, 2012",7:00:00 PM,severe weather,hurricanes,14639
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",5:00:00 AM,"Tuesday, August 30, 2011",5:00:00 AM,severe weather,NA,2880
2000,5,New York,NY,NPCC,Northeast,-0.7,cold,"Tuesday, May 9, 2000",11:39:00 AM,"Tuesday, May 9, 2000",11:00:00 PM,system operability disruption,NA,681
2001,6,New York,NY,NPCC,Northeast,-0.1,normal,"Monday, June 25, 2001",1:25:00 PM,"Monday, June 25, 2001",9:39:00 PM,equipment failure,feeder shutdown,494
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",12:30:00 PM,"Sunday, August 28, 2011",12:31:00 PM,severe weather,NA,1
2011,10,New York,NY,NPCC,Northeast,-0.9,cold,"Saturday, October 29, 2011",3:00:00 PM,"Wednesday, November 2, 2011",8:15:00 AM,severe weather,NA,5355
2011,5,New York,NY,NPCC,Northeast,-0.4,normal,"Sunday, May 8, 2011",7:35:00 PM,"Sunday, May 8, 2011",7:35:00 PM,intentional attack,vandalism,0
2013,12,New York,NY,NPCC,Northeast,-0.3,normal,"Sunday, December 22, 2013",6:16:00 AM,"Tuesday, December 24, 2013",11:59:00 PM,severe weather,snow/ice ,3943
2007,7,New York,NY,NPCC,Northeast,-0.4,normal,"Tuesday, July 10, 2007",11:00:00 AM,"Thursday, July 12, 2007",6:00:00 PM,severe weather,storm,3300
2016,5,New York,NY,NPCC,Northeast,0.6,warm,"Thursday, May 26, 2016",9:29:00 PM,"Friday, May 27, 2016",12:40:00 AM,system operability disruption,transmission interruption,191
2014,3,New York,NY,NPCC,Northeast,-0.4,normal,"Monday, March 3, 2014",5:25:00 PM,"Monday, March 3, 2014",5:25:00 PM,intentional attack,NA,0
2016,5,New York,NY,NPCC,Northeast,0.6,warm,"Saturday, May 7, 2016",7:49:00 AM,"Saturday, May 7, 2016",9:02:00 AM,intentional attack,sabotage,73
2004,1,New York,NY,NPCC,Northeast,0.3,normal,"Wednesday, January 14, 2004",6:00:00 AM,"Saturday, January 17, 2004",12:00:00 PM,public appeal,NA,4680
2012,7,New York,NY,NPCC,Northeast,0.1,normal,"Thursday, July 19, 2012",10:30:00 AM,"Tuesday, July 31, 2012",11:00:00 AM,fuel supply emergency,Coal,17310
2010,8,New York,NY,NPCC,Northeast,-1.2,cold,"Monday, August 9, 2010",12:00:00 PM,"Monday, August 16, 2010",12:00:00 PM,fuel supply emergency,NA,10080
2008,12,New York,NY,NPCC,Northeast,-0.7,cold,"Friday, December 12, 2008",2:38:00 AM,"Friday, December 19, 2008",1:24:00 PM,severe weather,winter storm,10726
2013,5,New York,NY,NPCC,Northeast,-0.2,normal,"Thursday, May 30, 2013",10:15:00 AM,"Thursday, May 30, 2013",10:16:00 AM,intentional attack,vandalism,1
2015,11,New York,NY,NPCC,Northeast,2.2,warm,"Friday, November 13, 2015",11:30:00 AM,"Friday, November 13, 2015",11:35:00 AM,intentional attack,suspicious activity,5
2013,5,New York,NY,NPCC,Northeast,-0.2,normal,"Wednesday, May 29, 2013",8:58:00 PM,"Friday, May 31, 2013",2:53:00 PM,severe weather,thunderstorm,2515
2014,2,New York,NY,NPCC,Northeast,-0.5,cold,"Wednesday, February 5, 2014",7:00:00 AM,"Sunday, February 23, 2014",7:00:00 AM,fuel supply emergency, Coal,25920
2013,7,New York,NY,NPCC,Northeast,-0.3,normal,"Friday, July 19, 2013",10:30:00 PM,"Sunday, July 21, 2013",8:00:00 PM,severe weather,thunderstorm,2730
2010,3,New York,NY,NPCC,Northeast,0.9,warm,"Saturday, March 13, 2010",6:00:00 PM,"Saturday, March 20, 2010",9:00:00 AM,severe weather,wind/rain,9480
2008,12,New York,NY,NPCC,Northeast,-0.7,cold,"Thursday, December 11, 2008",6:00:00 PM,"Monday, December 15, 2008",12:00:00 PM,severe weather,winter storm,5400
2011,5,New York,NY,NPCC,Northeast,-0.4,normal,"Wednesday, May 11, 2011",11:00:00 AM,"Wednesday, May 11, 2011",11:30:00 AM,intentional attack,vandalism,30
2008,1,New York,NY,NPCC,Northeast,-1.4,cold,"Wednesday, January 30, 2008",3:06:00 AM,"Friday, February 1, 2008",2:50:00 PM,severe weather,heavy wind,3584
2011,1,New York,NY,NPCC,Northeast,-1.3,cold,"Thursday, January 27, 2011",5:00:00 PM,"Sunday, January 30, 2011",5:00:00 AM,fuel supply emergency,Coal,3600
2011,3,New York,NY,NPCC,Northeast,-0.7,cold,"Tuesday, March 1, 2011",8:00:00 AM,"Saturday, March 5, 2011",9:30:00 AM,fuel supply emergency,Coal,5850
2008,6,New York,NY,NPCC,Northeast,-0.5,cold,"Tuesday, June 10, 2008",11:00:00 AM,"Friday, June 13, 2008",5:30:00 PM,severe weather,storm,4710
2014,3,New York,NY,NPCC,Northeast,-0.4,normal,"Thursday, March 20, 2014",12:00:00 AM,"Thursday, March 20, 2014",12:01:00 AM,intentional attack,NA,1
2003,8,New York,NY,NPCC,Northeast,0.2,normal,"Thursday, August 14, 2003",4:11:00 PM,"Friday, August 15, 2003",9:03:00 PM,system operability disruption,NA,1732
2011,1,New York,NY,NPCC,Northeast,-1.3,cold,"Tuesday, January 11, 2011",11:08:00 PM,"Tuesday, January 11, 2011",11:08:00 PM,equipment failure,generator trip,0
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Wednesday, August 3, 2011",10:00:00 AM,"Friday, August 19, 2011",10:00:00 AM,fuel supply emergency,Coal,23040
2013,7,New York,NY,NPCC,Northeast,-0.3,normal,"Thursday, July 18, 2013",11:30:00 AM,"Friday, July 19, 2013",5:30:00 PM,severe weather,heatwave,1800
2011,10,New York,NY,NPCC,Northeast,-0.9,cold,"Saturday, October 29, 2011",4:16:00 PM,"Wednesday, November 2, 2011",9:30:00 PM,severe weather,NA,6074
2016,2,New York,NY,NPCC,Northeast,2,warm,"Sunday, February 7, 2016",11:30:00 AM,NA,NA,intentional attack,NA,NA
2007,6,New York,NY,NPCC,Northeast,-0.3,normal,"Wednesday, June 27, 2007",3:41:00 PM,"Wednesday, June 27, 2007",4:30:00 PM,severe weather,thunderstorm,49
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",9:42:00 AM,"Tuesday, August 30, 2011",12:01:00 AM,severe weather,NA,2299
2010,3,New York,NY,NPCC,Northeast,0.9,warm,"Saturday, March 13, 2010",3:00:00 PM,"Wednesday, March 17, 2010",4:00:00 PM,severe weather,wind/rain,5760
2011,7,New York,NY,NPCC,Northeast,-0.3,normal,"Friday, July 22, 2011",11:00:00 AM,"Friday, July 22, 2011",6:00:00 PM,public appeal,NA,420
2010,2,New York,NY,NPCC,Northeast,1.2,warm,"Thursday, February 25, 2010",5:00:00 PM,"Tuesday, March 2, 2010",7:00:00 PM,severe weather,winter storm,7320
2011,5,New York,NY,NPCC,Northeast,-0.4,normal,"Tuesday, May 3, 2011",12:00:00 PM,"Thursday, May 5, 2011",12:00:00 PM,intentional attack,vandalism,2880
2006,2,New York,NY,NPCC,Northeast,-0.6,cold,"Friday, February 17, 2006",4:32:00 AM,"Friday, February 17, 2006",12:00:00 PM,severe weather,NA,448
2010,2,New York,NY,NPCC,Northeast,1.2,warm,"Tuesday, February 23, 2010",10:00:00 PM,"Thursday, February 25, 2010",4:00:00 PM,severe weather,winter storm,2520
2016,5,New York,NY,NPCC,Northeast,0.6,warm,"Tuesday, May 31, 2016",7:30:00 AM,"Monday, June 13, 2016",7:27:00 AM,fuel supply emergency,NA,18717
2003,8,New York,NY,NPCC,Northeast,0.2,normal,"Thursday, August 14, 2003",4:10:00 PM,"Monday, August 18, 2003",12:03:00 PM,system operability disruption,NA,5513
2010,6,New York,NY,NPCC,Northeast,-0.4,normal,"Wednesday, June 16, 2010",11:11:00 AM,"Wednesday, June 16, 2010",11:32:00 AM,system operability disruption,NA,21
2003,11,New York,NY,NPCC,Northeast,0.3,normal,"Thursday, November 13, 2003",7:30:00 AM,"Friday, November 14, 2003",6:30:00 PM,severe weather,heavy wind,2100
2004,1,New York,NY,NPCC,Northeast,0.3,normal,"Thursday, January 8, 2004",3:00:00 PM,"Saturday, January 10, 2004",7:00:00 PM,public appeal,NA,3120
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",7:00:00 AM,"Saturday, September 3, 2011",12:01:00 AM,severe weather,NA,8221
2005,6,New York,NY,NPCC,Northeast,0.2,normal,"Monday, June 6, 2005",12:00:00 PM,"Wednesday, June 8, 2005",6:00:00 PM,severe weather,thunderstorm,3240
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",12:01:00 AM,"Tuesday, August 30, 2011",12:01:00 AM,severe weather,NA,2880
2015,7,New York,NY,NPCC,Northeast,1.2,warm,"Wednesday, July 29, 2015",4:45:00 PM,"Wednesday, July 29, 2015",9:00:00 PM,fuel supply emergency,NA,255
2013,7,New York,NY,NPCC,Northeast,-0.3,normal,"Wednesday, July 17, 2013",3:30:00 PM,"Friday, July 19, 2013",6:45:00 AM,fuel supply emergency, Natural Gas,2355
2015,9,New York,NY,NPCC,Northeast,1.7,warm,"Sunday, September 13, 2015",5:56:00 PM,"Sunday, September 13, 2015",8:37:00 PM,intentional attack,vandalism,161
2008,6,New York,NY,NPCC,Northeast,-0.5,cold,"Wednesday, June 11, 2008",1:15:00 PM,"Wednesday, June 11, 2008",2:05:00 PM,system operability disruption,uncontrolled loss,50
2011,9,New York,NY,NPCC,Northeast,-0.8,cold,"Tuesday, September 13, 2011",2:03:00 PM,"Tuesday, September 13, 2011",6:21:00 PM,intentional attack,vandalism,258
2006,10,New York,NY,NPCC,Northeast,0.7,warm,"Thursday, October 12, 2006",8:00:00 PM,"Saturday, October 21, 2006",11:00:00 PM,severe weather,winter storm,13140
2011,8,New York,NY,NPCC,Northeast,-0.6,cold,"Sunday, August 28, 2011",5:01:00 AM,"Saturday, September 3, 2011",5:01:00 AM,severe weather,NA,8640
2010,12,New York,NY,RFC,Northeast,-1.4,cold,"Thursday, December 30, 2010",2:00:00 PM,"Wednesday, January 12, 2011",6:00:00 AM,fuel supply emergency,NA,18240
2006,10,New York,NY,NPCC,Northeast,0.7,warm,"Thursday, October 12, 2006",5:48:00 PM,"Monday, October 23, 2006",12:00:00 PM,severe weather,winter storm,15492
2012,10,New York,NY,NPCC,Northeast,0.3,normal,"Monday, October 29, 2012",6:48:00 PM,"Sunday, November 4, 2012",11:36:00 AM,severe weather,hurricanes,8268
2012,6,New York,NY,NPCC,Northeast,-0.1,normal,"Wednesday, June 6, 2012",8:00:00 AM,"Wednesday, June 6, 2012",8:00:00 AM,intentional attack,vandalism,0
2013,8,New York,NY,NPCC,Northeast,-0.3,normal,"Thursday, August 1, 2013",11:00:00 AM,"Thursday, August 1, 2013",4:00:00 PM,intentional attack,vandalism,300
2011,3,New York,NY,NPCC,Northeast,-0.7,cold,"Tuesday, March 8, 2011",8:00:00 AM,"Friday, March 18, 2011",9:00:00 AM,fuel supply emergency,Coal,14400
2011,10,New York,NY,NPCC,Northeast,-0.9,cold,"Saturday, October 29, 2011",11:18:00 AM,"Friday, November 4, 2011",12:00:00 AM,severe weather,NA,7962
2004,2,New York,NY,NPCC,Northeast,0.3,normal,"Saturday, February 14, 2004",8:00:00 PM,"Monday, February 16, 2004",12:00:00 PM,public appeal,NA,2400
2006,7,New York,NY,NPCC,Northeast,0.1,normal,"Monday, July 17, 2006",6:50:00 PM,"Tuesday, July 25, 2006",3:06:00 PM,severe weather,NA,11296
2007,6,New York,NY,NPCC,Northeast,-0.3,normal,"Wednesday, June 27, 2007",3:42:00 PM,"Wednesday, June 27, 2007",4:30:00 PM,system operability disruption,NA,48
2014,2,New York,NY,NPCC,Northeast,-0.5,cold,"Friday, February 7, 2014",7:00:00 AM,"Friday, March 21, 2014",8:00:00 AM,fuel supply emergency, Coal,60480
2008,8,Louisiana,LA,SERC,South,-0.3,normal,"Sunday, August 31, 2008",7:30:00 AM,"Friday, September 19, 2008",9:00:00 PM,fuel supply emergency,NA,28170
2009,7,Louisiana,LA,SPP,South,0.5,warm,"Tuesday, July 14, 2009",1:00:00 PM,"Tuesday, July 14, 2009",6:00:00 PM,public appeal,NA,300
2004,6,Louisiana,LA,ECAR,South,0.3,normal,"Wednesday, June 2, 2004",1:46:00 AM,"Monday, June 7, 2004",4:00:00 PM,severe weather,thunderstorm,8054
2010,8,Louisiana,LA,SERC,South,-1.2,cold,"Monday, August 2, 2010",12:45:00 PM,"Wednesday, August 4, 2010",11:00:00 AM,public appeal,NA,2775
2010,8,Louisiana,LA,SPP,South,-1.2,cold,"Monday, August 2, 2010",12:45:00 PM,"Wednesday, August 4, 2010",11:00:00 AM,public appeal,NA,2775
2005,8,Louisiana,LA,SPP,South,-0.1,normal,"Monday, August 29, 2005",6:00:00 AM,"Tuesday, August 30, 2005",6:00:00 PM,severe weather,hurricanes,2160
2004,10,Louisiana,LA,SPP,South,0.7,warm,"Monday, October 25, 2004",11:00:00 AM,"Tuesday, October 26, 2004",10:00:00 PM,severe weather,wildfire,2100
2010,8,Louisiana,LA,SERC,South,-1.2,cold,"Monday, August 2, 2010",12:45:00 PM,"Wednesday, August 4, 2010",11:00:00 AM,public appeal,NA,2775
2016,5,Louisiana,LA,SERC,South,0.6,warm,"Friday, May 20, 2016",12:00:00 AM,"Sunday, May 22, 2016",5:00:00 AM,system operability disruption,transmission interruption,3180
2010,8,Louisiana,LA,SERC,South,-1.2,cold,"Monday, August 2, 2010",12:45:00 PM,"Wednesday, August 4, 2010",11:00:00 AM,public appeal,NA,2775
2005,7,Louisiana,LA,SPP,South,0,normal,"Tuesday, July 5, 2005",9:00:00 PM,"Wednesday, July 6, 2005",9:00:00 PM,severe weather,hurricanes,1440
2010,6,Louisiana,LA,SERC,South,-0.4,normal,"Thursday, June 17, 2010",9:30:00 AM,"Thursday, June 17, 2010",4:40:00 PM,public appeal,NA,430
2012,1,Louisiana,LA,SERC,South,-0.7,cold,"Monday, January 9, 2012",1:36:00 PM,"Wednesday, January 11, 2012",1:05:00 AM,system operability disruption,NA,2129
2004,7,Louisiana,LA,SPP,South,0.5,warm,"Saturday, July 24, 2004",3:45:00 PM,"Sunday, July 25, 2004",9:00:00 PM,public appeal,NA,1755
2016,5,Louisiana,LA,SERC,South,0.6,warm,"Friday, May 20, 2016",1:15:00 AM,NA,NA,severe weather,NA,NA
2005,8,Louisiana,LA,SPP,South,-0.1,normal,"Monday, August 29, 2005",1:10:00 AM,"Monday, August 29, 2005",12:42:00 PM,severe weather,hurricanes,692
2009,4,Louisiana,LA,SERC,South,-0.1,normal,"Friday, April 24, 2009",11:09:00 AM,"Friday, April 24, 2009",11:21:00 PM,system operability disruption,NA,732
2011,4,Louisiana,LA,SERC,South,-0.5,cold,"Wednesday, April 20, 2011",8:07:00 AM,"Wednesday, April 20, 2011",8:14:00 AM,equipment failure,NA,7
2009,6,Louisiana,LA,SERC,South,0.4,normal,"Wednesday, June 24, 2009",1:30:00 PM,"Wednesday, June 24, 2009",10:00:00 PM,public appeal,NA,510
2008,10,Louisiana,LA,SERC,South,-0.4,normal,"Thursday, October 2, 2008",2:50:00 PM,"Thursday, October 2, 2008",9:50:00 PM,system operability disruption,NA,420
2008,9,Louisiana,LA,SERC,South,-0.3,normal,"Monday, September 1, 2008",11:45:00 AM,"Wednesday, September 10, 2008",4:00:00 PM,severe weather,hurricanes,13215
2010,6,Louisiana,LA,SPP,South,-0.4,normal,"Thursday, June 17, 2010",8:30:00 AM,"Thursday, June 17, 2010",5:47:00 PM,public appeal,NA,557
2009,7,Louisiana,LA,SPP,South,0.5,warm,"Wednesday, July 15, 2009",1:00:00 PM,"Wednesday, July 15, 2009",6:00:00 PM,public appeal,NA,300
2008,9,Louisiana,LA,SERC,South,-0.3,normal,"Monday, September 1, 2008",10:30:00 AM,"Saturday, September 13, 2008",7:22:00 PM,severe weather,hurricanes,17812
2008,9,Louisiana,LA,SERC,South,-0.3,normal,"Saturday, September 13, 2008",10:24:00 AM,"Saturday, September 27, 2008",2:40:00 PM,severe weather,hurricanes,20416
2005,9,Louisiana,LA,ECAR,South,0,normal,"Saturday, September 24, 2005",10:00:00 AM,"Wednesday, September 28, 2005",6:00:00 PM,severe weather,hurricanes,6240
2010,6,Louisiana,LA,SERC,South,-0.4,normal,"Thursday, June 17, 2010",9:30:00 AM,"Thursday, June 17, 2010",5:17:00 PM,public appeal,NA,467
2012,8,Louisiana,LA,SPP,South,0.3,normal,"Wednesday, August 29, 2012",9:48:00 AM,"Friday, August 31, 2012",12:55:00 PM,severe weather,hurricanes,3067
2012,8,Louisiana,LA,SERC,South,0.3,normal,"Wednesday, August 29, 2012",9:00:00 AM,"Friday, August 31, 2012",12:00:00 PM,severe weather,hurricanes,3060
2008,5,Louisiana,LA,SERC,South,-0.7,cold,"Friday, May 30, 2008",2:05:00 PM,"Friday, May 30, 2008",8:00:00 PM,system operability disruption,NA,355
2010,6,Louisiana,LA,SPP,South,-0.4,normal,"Thursday, June 17, 2010",9:30:00 AM,"Thursday, June 17, 2010",4:40:00 PM,public appeal,NA,430
2009,7,Louisiana,LA,SPP,South,0.5,warm,"Thursday, July 16, 2009",1:00:00 PM,"Thursday, July 16, 2009",6:00:00 PM,public appeal,NA,300
2013,5,Louisiana,LA,SERC,South,-0.2,normal,"Monday, May 20, 2013",5:22:00 PM,"Monday, May 20, 2013",9:09:00 PM,equipment failure,generator trip,227
2014,4,Louisiana,LA,SERC,South,-0.2,normal,"Wednesday, April 23, 2014",7:45:00 PM,"Wednesday, April 23, 2014",8:37:00 PM,system operability disruption,NA,52
2002,10,Louisiana,LA,SPP,South,1.1,warm,"Thursday, October 3, 2002",3:33:00 AM,NA,NA,severe weather,hurricanes,NA
2010,1,Louisiana,LA,SERC,South,1.3,warm,"Wednesday, January 6, 2010",6:00:00 PM,"Friday, January 8, 2010",6:00:00 PM,public appeal,NA,2880
2005,9,Louisiana,LA,SPP,South,0,normal,"Friday, September 23, 2005",1:06:00 PM,"Thursday, October 6, 2005",2:30:00 PM,severe weather,hurricanes,18804
2012,8,Louisiana,LA,SERC,South,0.3,normal,"Wednesday, August 29, 2012",6:53:00 AM,"Thursday, August 30, 2012",2:00:00 PM,severe weather,hurricanes,1867
