YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,OUTAGE.DURATION (min)
2012,10,Ohio,OH,RFC,Central,0.3,normal,"Monday, October 29, 2012",4:00:00 PM,"Monday, November 5, 2012",11:59:00 PM,severe weather,hurricanes,10619
2014,1,Ohio,OH,RFC,Central,-0.5,cold,"Wednesday, January 22, 2014",9:45:00 AM,"Wednesday, January 22, 2014",8:19:00 PM,intentional attack,vandalism,634
2000,5,North Carolina,NC,SERC,Southeast,-0.7,cold,"Thursday, May 25, 2000",10:00:00 AM,"Friday, June 2, 2000",6:00:00 AM,severe weather,NA,11280
2005,9,North Carolina,NC,SERC,Southeast,0,normal,"Wednesday, September 14, 2005",3:00:00 PM,"Thursday, September 15, 2005",3:00:00 PM,severe weather,hurricanes,1440
2006,6,North Carolina,NC,SERC,Southeast,0,normal,"Sunday, June 11, 2006",6:00:00 PM,"Sunday, June 11, 2006",9:00:00 PM,severe weather,thunderstorm,180
2011,4,North Carolina,NC,SERC,Southeast,-0.5,cold,"Saturday, April 16, 2011",2:16:00 PM,"Sunday, April 17, 2011",4:30:00 PM,severe weather,NA,1574
2013,1,North Carolina,NC,SERC,Southeast,-0.4,normal,"Thursday, January 17, 2013",8:35:00 PM,"Thursday, January 17, 2013",9:20:00 PM,system operability disruption,distribution interruption,45
2012,2,North Carolina,NC,SERC,Southeast,-0.5,cold,"Monday, February 13, 2012",7:02:00 AM,"Monday, February 13, 2012",4:25:00 PM,intentional attack,vandalism,563
2011,6,North Carolina,NC,SERC,Southeast,-0.3,normal,"Wednesday, June 15, 2011",7:17:00 PM,"Thursday, June 16, 2011",1:45:00 AM,severe weather,thunderstorm,388
2012,7,North Carolina,NC,SERC,Southeast,0.1,normal,"Sunday, July 1, 2012",4:47:00 PM,"Sunday, July 1, 2012",11:00:00 PM,severe weather,storm,373
2014,2,North Carolina,NC,SERC,Southeast,-0.5,cold,"Wednesday, February 12, 2014",12:10:00 PM,"Saturday, February 15, 2014",3:20:00 PM,severe weather,snow/ice ,4510
2012,12,North Carolina,NC,SERC,Southeast,-0.2,normal,"Wednesday, December 26, 2012",2:50:00 PM,"Wednesday, December 26, 2012",7:40:00 PM,severe weather,thunderstorm,290
2015,2,North Carolina,NC,SERC,Southeast,0.5,warm,"Thursday, February 26, 2015",3:30:00 AM,"Friday, February 27, 2015",12:00:00 PM,severe weather,winter,1950
2012,7,North Carolina,NC,SERC,Southeast,0.1,normal,"Sunday, July 1, 2012",5:45:00 PM,"Sunday, July 1, 2012",10:15:00 PM,severe weather,NA,270
2016,7,North Carolina,NC,SERC,Southeast,-0.3,normal,"Friday, July 8, 2016",8:50:00 PM,"Saturday, July 9, 2016",7:25:00 PM,severe weather,NA,1355
2008,2,North Carolina,NC,SERC,Southeast,-1.3,cold,"Sunday, February 10, 2008",6:02:00 PM,"Monday, February 11, 2008",4:00:00 PM,severe weather,heavy wind,1318
2000,8,North Carolina,NC,SERC,Southeast,-0.5,cold,"Friday, August 18, 2000",6:30:00 PM,"Sunday, August 20, 2000",12:00:00 PM,severe weather,NA,2490
2014,1,North Carolina,NC,SERC,Southeast,-0.5,cold,"Tuesday, January 7, 2014",4:15:00 PM,"Wednesday, January 8, 2014",1:20:00 PM,severe weather,winter,1265
2011,8,North Carolina,NC,SERC,Southeast,-0.6,cold,"Saturday, August 27, 2011",2:00:00 AM,"Saturday, August 27, 2011",5:15:00 AM,system operability disruption,distribution interruption,195
2014,5,North Carolina,NC,SERC,Southeast,-0.1,normal,"Friday, May 23, 2014",3:00:00 PM,"Sunday, May 25, 2014",7:00:00 PM,intentional attack,vandalism,3120
2003,2,North Carolina,NC,SERC,Southeast,0.7,warm,"Thursday, February 27, 2003",11:32:00 AM,"Saturday, March 1, 2003",8:00:00 PM,severe weather,winter storm,3388
2011,5,North Carolina,NC,SERC,Southeast,-0.4,normal,"Wednesday, May 11, 2011",12:15:00 AM,"Wednesday, May 11, 2011",5:20:00 PM,severe weather,NA,1025
2006,9,North Carolina,NC,SERC,Southeast,0.5,warm,"Friday, September 1, 2006",5:30:00 AM,"Friday, September 1, 2006",10:00:00 PM,severe weather,hurricanes,990
2005,3,North Carolina,NC,SERC,Southeast,0.5,warm,"Tuesday, March 8, 2005",11:00:00 AM,"Tuesday, March 8, 2005",3:00:00 PM,severe weather,heavy wind,240
2013,6,North Carolina,NC,SERC,Southeast,-0.2,normal,"Thursday, June 13, 2013",5:45:00 PM,"Friday, June 14, 2013",6:30:00 PM,severe weather,thunderstorm,1485
2012,12,North Carolina,NC,SERC,Southeast,-0.2,normal,"Monday, December 31, 2012",2:21:00 PM,"Monday, December 31, 2012",4:30:00 PM,system operability disruption,transmission interruption,129
2010,4,North Carolina,NC,SERC,Southeast,0.5,warm,"Tuesday, April 27, 2010",2:55:00 PM,"Tuesday, April 27, 2010",2:55:00 PM,system operability disruption,transmission interruption,0
2003,9,North Carolina,NC,SERC,Southeast,0.2,normal,"Thursday, September 18, 2003",3:32:00 PM,"Friday, September 19, 2003",5:00:00 PM,severe weather,hurricanes,1528
2004,9,North Carolina,NC,SERC,Southeast,0.7,warm,"Friday, September 17, 2004",4:30:00 AM,"Saturday, September 18, 2004",12:00:00 PM,severe weather,hurricanes,1890
2011,8,North Carolina,NC,SERC,Southeast,-0.6,cold,"Saturday, August 27, 2011",7:00:00 PM,"Monday, August 29, 2011",1:31:00 PM,severe weather,NA,2551
2014,3,North Carolina,NC,SERC,Southeast,-0.4,normal,"Wednesday, March 12, 2014",7:35:00 PM,"Thursday, March 13, 2014",12:00:00 PM,severe weather,heavy wind,985
2013,10,North Carolina,NC,SERC,Southeast,-0.3,normal,"Wednesday, October 16, 2013",11:15:00 AM,"Wednesday, October 16, 2013",6:00:00 PM,intentional attack,NA,405
2013,6,North Carolina,NC,SERC,Southeast,-0.2,normal,"Thursday, June 13, 2013",1:17:00 PM,"Friday, June 14, 2013",5:35:00 PM,severe weather,thunderstorm,1698
2016,7,North Carolina,NC,SERC,Southeast,-0.3,normal,"Thursday, July 7, 2016",5:53:00 AM,"Thursday, July 7, 2016",8:40:00 AM,intentional attack,vandalism,167
2009,12,North Carolina,NC,SERC,Southeast,1.3,warm,"Friday, December 18, 2009",10:55:00 PM,"Saturday, December 19, 2009",11:15:00 PM,severe weather,NA,1460
2014,1,North Carolina,NC,SERC,Southeast,-0.5,cold,"Tuesday, January 7, 2014",7:58:00 AM,"Tuesday, January 7, 2014",11:00:00 AM,severe weather,winter,182
2011,8,North Carolina,NC,SERC,Southeast,-0.6,cold,"Saturday, August 27, 2011",2:57:00 AM,"Monday, August 29, 2011",11:30:00 PM,severe weather,NA,4113
2000,NA,North Carolina,NC,SERC,Southeast,NA,NA,NA,NA,NA,NA,severe weather,thunderstorm,NA
2008,9,North Carolina,NC,SERC,Southeast,-0.3,normal,"Saturday, September 6, 2008",7:45:00 AM,"Saturday, September 6, 2008",10:30:00 PM,severe weather,hurricanes,885
2003,9,North Carolina,NC,SERC,Southeast,0.2,normal,"Thursday, September 18, 2003",11:45:00 AM,"Thursday, September 18, 2003",12:00:00 PM,severe weather,hurricanes,15
2010,6,North Carolina,NC,SERC,Southeast,-0.4,normal,"Wednesday, June 9, 2010",2:18:00 PM,"Wednesday, June 9, 2010",3:00:00 PM,system operability disruption,transmission interruption,42
2014,3,North Carolina,NC,SERC,Southeast,-0.4,normal,"Friday, March 7, 2014",3:30:00 AM,"Friday, March 7, 2014",9:00:00 PM,severe weather,wind storm,1050
2016,6,New Jersey,NJ,RFC,Northeast,0.1,normal,"Tuesday, June 14, 2016",7:59:00 AM,"Tuesday, June 14, 2016",8:00:00 AM,intentional attack,vandalism,1
2015,6,New Jersey,NJ,RFC,Northeast,1,warm,"Tuesday, June 23, 2015",6:18:00 PM,"Tuesday, June 23, 2015",8:30:00 PM,system operability disruption,NA,132
2006,9,New Jersey,NJ,RFC,Northeast,0.5,warm,"Friday, September 1, 2006",8:00:00 PM,"Monday, September 4, 2006",5:00:00 PM,severe weather,hurricanes,4140
2011,8,New Jersey,NJ,RFC,Northeast,-0.6,cold,"Sunday, August 28, 2011",12:30:00 AM,"Tuesday, August 30, 2011",12:30:00 AM,severe weather,NA,2880
2014,1,New Jersey,NJ,RFC,Northeast,-0.5,cold,"Tuesday, January 21, 2014",5:00:00 PM,NA,NA,intentional attack,vandalism,NA
2011,10,New Jersey,NJ,RFC,Northeast,-0.9,cold,"Saturday, October 29, 2011",2:30:00 PM,"Sunday, November 6, 2011",12:00:00 PM,severe weather,NA,11430
2008,5,New Jersey,NJ,RFC,Northeast,-0.7,cold,"Monday, May 12, 2008",12:01:00 AM,"Wednesday, May 14, 2008",12:00:00 PM,severe weather,storm,3599
2011,10,New Jersey,NJ,RFC,Northeast,-0.9,cold,"Friday, October 14, 2011",2:20:00 PM,"Friday, October 14, 2011",2:20:00 PM,intentional attack,vandalism,0
2012,7,New Jersey,NJ,RFC,Northeast,0.1,normal,"Saturday, July 7, 2012",6:00:00 PM,"Monday, July 9, 2012",7:01:00 PM,severe weather,thunderstorm,2941
2015,6,New Jersey,NJ,NPCC,Northeast,1,warm,"Tuesday, June 23, 2015",6:26:00 PM,NA,NA,severe weather,NA,NA
2008,6,New Jersey,NJ,RFC,Northeast,-0.5,cold,"Tuesday, June 10, 2008",6:00:00 PM,"Saturday, June 14, 2008",11:30:00 PM,severe weather,storm,6090
2008,12,New Jersey,NJ,RFC,Northeast,-0.7,cold,"Tuesday, December 9, 2008",5:27:00 PM,"Wednesday, December 10, 2008",4:12:00 PM,system operability disruption,transmission interruption,1365
2011,9,New Jersey,NJ,RFC,Northeast,-0.8,cold,"Monday, September 12, 2011",9:15:00 AM,"Monday, September 12, 2011",3:30:00 PM,intentional attack,vandalism,375
2011,8,New Jersey,NJ,RFC,Northeast,-0.6,cold,"Saturday, August 27, 2011",10:00:00 PM,"Monday, August 29, 2011",4:00:00 PM,severe weather,NA,2520
2015,6,New Jersey,NJ,RFC,Northeast,1,warm,"Tuesday, June 23, 2015",6:00:00 PM,"Tuesday, June 30, 2015",6:00:00 PM,severe weather,NA,10080
2016,1,New Jersey,NJ,RFC,Northeast,2.2,warm,"Saturday, January 23, 2016",7:49:00 AM,"Saturday, January 23, 2016",9:05:00 AM,severe weather,NA,76
2011,9,New Jersey,NJ,RFC,Northeast,-0.8,cold,"Wednesday, September 28, 2011",2:59:00 PM,"Wednesday, September 28, 2011",2:59:00 PM,intentional attack,vandalism,0
2006,2,New Jersey,NJ,RFC,Northeast,-0.6,cold,"Sunday, February 12, 2006",2:00:00 AM,"Tuesday, February 14, 2006",4:00:00 PM,severe weather,winter storm,3720
2008,6,New Jersey,NJ,RFC,Northeast,-0.5,cold,"Monday, June 9, 2008",2:52:00 PM,"Monday, June 9, 2008",8:25:00 PM,severe weather,wildfire,333
2011,11,New Jersey,NJ,RFC,Northeast,-1,cold,"Monday, November 14, 2011",2:24:00 PM,"Monday, November 14, 2011",2:24:00 PM,intentional attack,vandalism,0
2014,1,New Jersey,NJ,RFC,Northeast,-0.5,cold,"Wednesday, January 22, 2014",9:15:00 PM,"Thursday, January 23, 2014",3:08:00 AM,intentional attack,NA,353
2012,10,New Jersey,NJ,NPCC,Northeast,0.3,normal,"Monday, October 29, 2012",4:03:00 PM,"Tuesday, November 6, 2012",12:00:00 PM,severe weather,hurricanes,11337
2011,10,New Jersey,NJ,RFC,Northeast,-0.9,cold,"Thursday, October 20, 2011",7:15:00 AM,"Thursday, October 20, 2011",7:15:00 AM,intentional attack,vandalism,0
2011,9,New Jersey,NJ,RFC,Northeast,-0.8,cold,"Monday, September 26, 2011",10:15:00 AM,"Monday, September 26, 2011",10:15:00 AM,intentional attack,vandalism,0
2010,6,New Jersey,NJ,RFC,Northeast,-0.4,normal,"Thursday, June 24, 2010",3:00:00 PM,"Tuesday, June 29, 2010",12:00:00 PM,severe weather,thunderstorm,7020
2012,6,New Jersey,NJ,RFC,Northeast,-0.1,normal,"Saturday, June 30, 2012",1:15:00 AM,"Saturday, July 7, 2012",5:33:00 PM,severe weather,thunderstorm,11058
2014,1,New Jersey,NJ,RFC,Northeast,-0.5,cold,"Sunday, January 26, 2014",11:00:00 PM,NA,NA,intentional attack,NA,NA
2012,10,New Jersey,NJ,RFC,Northeast,0.3,normal,"Monday, October 29, 2012",12:00:00 PM,"Sunday, November 4, 2012",11:00:00 PM,severe weather,hurricanes,9360
2010,3,New Jersey,NJ,RFC,Northeast,0.9,warm,"Saturday, March 13, 2010",4:00:00 PM,"Tuesday, March 16, 2010",12:00:00 AM,severe weather,flooding,3300
2011,7,New Jersey,NJ,RFC,Northeast,-0.3,normal,"Friday, July 29, 2011",8:45:00 PM,"Monday, August 1, 2011",4:24:00 AM,severe weather,NA,3339
2011,8,New Jersey,NJ,RFC,Northeast,-0.6,cold,"Sunday, August 28, 2011",12:23:00 AM,"Tuesday, August 30, 2011",12:23:00 AM,severe weather,NA,2880
2010,2,New Jersey,NJ,RFC,Northeast,1.2,warm,"Friday, February 5, 2010",3:00:00 PM,"Saturday, February 13, 2010",4:00:00 PM,severe weather,winter storm,11580
2012,10,New Jersey,NJ,RFC,Northeast,0.3,normal,"Monday, October 29, 2012",8:00:00 AM,"Sunday, November 4, 2012",11:00:00 PM,severe weather,hurricanes,9600
2011,10,New Jersey,NJ,RFC,Northeast,-0.9,cold,"Saturday, October 29, 2011",9:59:00 AM,"Monday, November 7, 2011",1:00:00 PM,severe weather,NA,13201
2010,3,New Jersey,NJ,RFC,Northeast,0.9,warm,"Saturday, March 13, 2010",6:00:00 PM,"Saturday, March 20, 2010",12:59:00 PM,severe weather,wind/rain,9719
2004,8,South Carolina,SC,SERC,Southeast,0.6,warm,"Sunday, August 29, 2004",9:52:00 AM,"Sunday, August 29, 2004",6:00:00 PM,severe weather,hurricanes,488
2011,6,South Carolina,SC,SERC,Southeast,-0.3,normal,"Thursday, June 2, 2011",11:45:00 PM,"Saturday, June 4, 2011",4:00:00 PM,severe weather,NA,2415
2014,1,South Carolina,SC,SERC,Southeast,-0.5,cold,"Wednesday, January 8, 2014",6:00:00 AM,"Wednesday, January 8, 2014",9:00:00 AM,severe weather,winter,180
2014,2,South Carolina,SC,SERC,Southeast,-0.5,cold,"Wednesday, February 12, 2014",11:03:00 AM,"Saturday, February 15, 2014",8:40:00 AM,severe weather,snow/ice ,4177
2000,1,South Carolina,SC,SERC,Southeast,-1.6,cold,"Sunday, January 23, 2000",8:00:00 AM,"Friday, January 28, 2000",12:00:00 PM,severe weather,winter storm,7440
2004,1,South Carolina,SC,SERC,Southeast,0.3,normal,"Monday, January 26, 2004",10:00:00 AM,"Wednesday, January 28, 2004",8:00:00 PM,severe weather,winter storm,3480
2000,1,South Carolina,SC,SERC,Southeast,-1.6,cold,"Saturday, January 29, 2000",10:00:00 PM,"Thursday, February 3, 2000",12:00:00 PM,severe weather,winter storm,6600
2014,1,South Carolina,SC,SERC,Southeast,-0.5,cold,"Tuesday, January 7, 2014",6:00:00 PM,"Tuesday, January 7, 2014",11:00:00 PM,severe weather,winter,300
2011,3,Oregon,OR,WECC,Northwest,-0.7,cold,"Sunday, March 13, 2011",2:20:00 PM,"Monday, March 14, 2011",3:46:00 PM,severe weather,NA,1526
2011,12,Oregon,OR,WECC,Northwest,-0.9,cold,"Tuesday, December 20, 2011",7:45:00 AM,"Tuesday, December 20, 2011",8:45:00 AM,intentional attack,vandalism,60
2015,3,Oregon,OR,WECC,Northwest,0.6,warm,"Sunday, March 15, 2015",3:30:00 PM,"Sunday, March 15, 2015",7:00:00 PM,severe weather,wind,210
2014,4,Oregon,OR,WECC,Northwest,-0.2,normal,"Sunday, April 27, 2014",12:07:00 PM,"Sunday, April 27, 2014",12:09:00 PM,intentional attack,vandalism,2
2013,8,Oregon,OR,WECC,Northwest,-0.3,normal,"Wednesday, August 7, 2013",2:30:00 PM,"Thursday, August 8, 2013",1:00:00 PM,intentional attack,vandalism,1350
2016,2,Oregon,OR,WECC,Northwest,2,warm,"Sunday, February 21, 2016",3:54:00 PM,"Sunday, February 21, 2016",5:07:00 PM,intentional attack,sabotage,73
2015,1,Oregon,OR,WECC,Northwest,0.6,warm,"Monday, January 26, 2015",2:39:00 PM,"Monday, January 26, 2015",2:40:00 PM,intentional attack,vandalism,1
2008,12,Oregon,OR,WECC,Northwest,-0.7,cold,"Wednesday, December 10, 2008",5:09:00 PM,"Wednesday, December 10, 2008",8:29:00 PM,equipment failure,NA,200
2012,2,Oregon,OR,WECC,Northwest,-0.5,cold,"Tuesday, February 28, 2012",7:00:00 AM,"Tuesday, February 28, 2012",7:00:00 AM,intentional attack,vandalism,0
2016,2,Oregon,OR,WECC,Northwest,2,warm,"Sunday, February 7, 2016",2:58:00 PM,NA,NA,intentional attack,sabotage,NA
2006,12,Oregon,OR,WECC,Northwest,0.9,warm,"Thursday, December 14, 2006",7:00:00 PM,"Sunday, December 17, 2006",8:00:00 PM,severe weather,heavy wind,4380
2011,8,Oregon,OR,WECC,Northwest,-0.6,cold,"Monday, August 1, 2011",2:18:00 PM,"Monday, August 1, 2011",2:18:00 PM,intentional attack,vandalism,0
2014,2,Oregon,OR,WECC,Northwest,-0.5,cold,"Friday, February 14, 2014",1:00:00 PM,"Friday, February 14, 2014",3:00:00 PM,intentional attack,vandalism,120
2016,7,Oregon,OR,WECC,Northwest,-0.3,normal,"Saturday, July 2, 2016",4:00:00 AM,"Monday, July 4, 2016",12:40:00 AM,intentional attack,vandalism,2680
2014,1,Oregon,OR,WECC,Northwest,-0.5,cold,"Sunday, January 26, 2014",9:00:00 PM,"Monday, January 27, 2014",11:00:00 AM,intentional attack,vandalism,840
2013,6,Oregon,OR,WECC,Northwest,-0.2,normal,"Saturday, June 22, 2013",4:59:00 AM,"Saturday, June 22, 2013",9:28:00 PM,intentional attack,vandalism,989
2006,12,Oregon,OR,WECC,Northwest,0.9,warm,"Thursday, December 14, 2006",12:07:00 PM,"Sunday, December 17, 2006",12:00:00 PM,severe weather,heavy wind,4313
2011,5,Oregon,OR,WECC,Northwest,-0.4,normal,"Friday, May 6, 2011",6:56:00 AM,"Friday, May 6, 2011",10:30:00 AM,intentional attack,vandalism,214
2013,8,Oregon,OR,WECC,Northwest,-0.3,normal,"Monday, August 12, 2013",11:55:00 AM,"Monday, August 12, 2013",11:59:00 AM,intentional attack,suspicious activity,4
2011,8,Oregon,OR,WECC,Northwest,-0.6,cold,"Sunday, August 28, 2011",8:55:00 PM,"Sunday, August 28, 2011",11:39:00 PM,intentional attack,vandalism,164
2015,1,Oregon,OR,WECC,Northwest,0.6,warm,"Thursday, January 22, 2015",4:24:00 AM,"Thursday, January 22, 2015",5:55:00 AM,intentional attack,vandalism,91
2006,12,Oregon,OR,WECC,Northwest,0.9,warm,"Saturday, December 16, 2006",7:30:00 PM,"Sunday, December 17, 2006",1:00:00 PM,severe weather,wildfire,1050
2013,5,Oregon,OR,WECC,Northwest,-0.2,normal,"Tuesday, May 14, 2013",12:01:00 AM,"Tuesday, May 14, 2013",1:59:00 PM,intentional attack,vandalism,838
2015,10,Oregon,OR,WECC,Northwest,2,warm,"Friday, October 30, 2015",3:00:00 PM,"Friday, October 30, 2015",4:00:00 PM,intentional attack,NA,60
2014,2,Oregon,OR,WECC,Northwest,-0.5,cold,"Tuesday, February 18, 2014",6:43:00 PM,"Tuesday, February 18, 2014",6:44:00 PM,intentional attack,vandalism,1
2015,9,Oregon,OR,WECC,Northwest,1.7,warm,"Tuesday, September 29, 2015",3:40:00 PM,"Tuesday, September 29, 2015",3:41:00 PM,intentional attack,vandalism,1
2010,2,District of Columbia,DC,RFC,Northeast,1.2,warm,"Friday, February 5, 2010",7:00:00 PM,"Friday, February 12, 2010",3:46:00 PM,severe weather,winter storm,9886
2011,8,District of Columbia,DC,RFC,Northeast,-0.6,cold,"Saturday, August 27, 2011",11:05:00 PM,"Monday, August 29, 2011",3:30:00 PM,severe weather,NA,2425
2010,8,District of Columbia,DC,RFC,Northeast,-1.2,cold,"Thursday, August 5, 2010",3:30:00 PM,"Thursday, August 5, 2010",10:00:00 PM,severe weather,thunderstorm,390
2003,9,District of Columbia,DC,RFC,Northeast,0.2,normal,"Thursday, September 18, 2003",4:20:00 PM,"Sunday, September 28, 2003",6:00:00 PM,severe weather,hurricanes,14500
2011,1,District of Columbia,DC,RFC,Northeast,-1.3,cold,"Wednesday, January 26, 2011",5:00:00 PM,"Monday, January 31, 2011",8:00:00 AM,severe weather,winter storm,6660
2013,2,District of Columbia,DC,RFC,Northeast,-0.4,normal,"Friday, February 8, 2013",11:38:00 AM,"Friday, February 8, 2013",2:17:00 PM,equipment failure,generator trip,159
2014,1,District of Columbia,DC,RFC,Northeast,-0.5,cold,"Monday, January 6, 2014",7:50:00 PM,"Monday, January 6, 2014",8:44:00 PM,severe weather,winter,54
2013,6,District of Columbia,DC,RFC,Northeast,-0.2,normal,"Thursday, June 13, 2013",3:30:00 PM,"Thursday, June 13, 2013",4:00:00 PM,severe weather,uncontrolled loss,30
2012,6,District of Columbia,DC,RFC,Northeast,-0.1,normal,"Friday, June 29, 2012",10:15:00 PM,"Thursday, July 5, 2012",12:52:00 PM,severe weather,thunderstorm,8077
2010,8,District of Columbia,DC,RFC,Northeast,-1.2,cold,"Thursday, August 12, 2010",6:45:00 AM,"Thursday, August 12, 2010",9:00:00 PM,severe weather,NA,855
2015,12,Missouri,MO,SERC,Central,2.3,warm,"Thursday, December 10, 2015",9:25:00 PM,"Thursday, December 10, 2015",10:30:00 PM,system operability disruption,uncontrolled loss,65
2009,5,Missouri,MO,SERC,Central,0.2,normal,"Friday, May 8, 2009",7:30:00 AM,"Friday, May 8, 2009",9:00:00 PM,severe weather,thunderstorm,810
2009,1,Missouri,MO,RFC,Central,-0.7,cold,"Wednesday, January 28, 2009",12:10:00 AM,"Friday, January 30, 2009",9:20:00 PM,severe weather,winter storm,4150
2009,1,Missouri,MO,SERC,Central,-0.7,cold,"Tuesday, January 27, 2009",11:00:00 AM,"Friday, January 30, 2009",6:00:00 PM,severe weather,winter storm,4740
2014,1,Missouri,MO,SERC,Central,-0.5,cold,"Tuesday, January 21, 2014",12:14:00 PM,"Tuesday, January 21, 2014",12:39:00 PM,intentional attack,vandalism,25
2013,8,Missouri,MO,SPP,Central,-0.3,normal,"Thursday, August 29, 2013",9:50:00 AM,"Thursday, August 29, 2013",9:50:00 AM,intentional attack,vandalism,0
2015,12,Missouri,MO,SERC,Central,2.3,warm,"Thursday, December 31, 2015",11:00:00 AM,NA,NA,intentional attack,sabotage,NA
2007,8,Missouri,MO,SERC,Central,-0.6,cold,"Monday, August 13, 2007",1:30:00 AM,"Tuesday, August 14, 2007",12:00:00 PM,severe weather,thunderstorm,2070
2008,12,Missouri,MO,RFC,Central,-0.7,cold,"Tuesday, December 2, 2008",4:30:00 AM,"Tuesday, December 2, 2008",7:00:00 PM,severe weather,wildfire,870
2011,5,Missouri,MO,SPP,Central,-0.4,normal,"Sunday, May 22, 2011",5:09:00 PM,"Tuesday, May 31, 2011",12:01:00 PM,severe weather,NA,12652
2011,5,Missouri,MO,SERC,Central,-0.4,normal,"Monday, May 23, 2011",12:30:00 PM,"Wednesday, May 25, 2011",12:30:00 PM,severe weather,NA,2880
2011,4,Missouri,MO,SERC,Central,-0.5,cold,"Friday, April 22, 2011",9:00:00 PM,"Friday, April 22, 2011",11:00:00 PM,severe weather,NA,120
2016,5,Missouri,MO,SERC,Central,0.6,warm,"Saturday, May 14, 2016",9:25:00 PM,"Sunday, May 15, 2016",5:24:00 PM,intentional attack,sabotage,1199
2016,5,Missouri,MO,SERC,Central,0.6,warm,"Tuesday, May 24, 2016",8:00:00 AM,NA,NA,intentional attack,vandalism,NA
2013,5,Missouri,MO,SERC,Central,-0.2,normal,"Friday, May 31, 2013",7:30:00 PM,"Saturday, June 1, 2013",8:00:00 PM,severe weather,thunderstorm,1470
2013,2,Missouri,MO,SERC,Central,-0.4,normal,"Tuesday, February 26, 2013",1:00:00 PM,"Friday, March 1, 2013",10:00:00 AM,severe weather,winter storm,4140
2002,1,Missouri,MO,SPP,Central,-0.2,normal,"Wednesday, January 30, 2002",4:00:00 PM,"Sunday, February 10, 2002",9:00:00 AM,severe weather,winter storm,15420
2010,7,Delaware,DE,RFC,Northeast,-0.9,cold,"Tuesday, July 6, 2010",3:47:00 AM,"Tuesday, July 6, 2010",4:37:00 AM,equipment failure,transformer outage,50
2012,1,Delaware,DE,RFC,Northeast,-0.7,cold,"Friday, January 13, 2012",9:20:00 AM,"Friday, January 13, 2012",9:20:00 AM,intentional attack,vandalism,0
2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,"Wednesday, May 29, 2013",9:52:00 AM,"Wednesday, May 29, 2013",9:53:00 AM,intentional attack,vandalism,1
2012,11,Delaware,DE,RFC,Northeast,0.1,normal,"Monday, November 26, 2012",3:07:00 PM,"Monday, November 26, 2012",3:08:00 PM,intentional attack,vandalism,1
2011,4,Delaware,DE,RFC,Northeast,-0.5,cold,"Wednesday, April 6, 2011",10:50:00 AM,"Wednesday, April 6, 2011",10:50:00 AM,intentional attack,vandalism,0
2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,"Friday, September 30, 2011",8:22:00 AM,"Friday, September 30, 2011",8:22:00 AM,intentional attack,vandalism,0
2012,6,Delaware,DE,RFC,Northeast,-0.1,normal,"Friday, June 29, 2012",10:45:00 AM,"Friday, June 29, 2012",10:45:00 AM,intentional attack,NA,0
2011,1,Delaware,DE,RFC,Northeast,-1.3,cold,"Tuesday, January 25, 2011",3:23:00 AM,"Tuesday, January 25, 2011",11:00:00 AM,intentional attack,vandalism,457
2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,"Saturday, April 7, 2012",12:25:00 PM,"Saturday, April 7, 2012",12:26:00 PM,intentional attack,vandalism,1
2013,4,Delaware,DE,RFC,Northeast,-0.2,normal,"Tuesday, April 9, 2013",11:30:00 AM,"Tuesday, April 9, 2013",11:31:00 AM,intentional attack,vandalism,1
2011,2,Delaware,DE,RFC,Northeast,-1,cold,"Saturday, February 19, 2011",4:34:00 PM,"Saturday, February 19, 2011",4:34:00 PM,intentional attack,vandalism,0
2014,4,Delaware,DE,RFC,Northeast,-0.2,normal,"Friday, April 25, 2014",7:00:00 AM,"Friday, April 25, 2014",7:30:00 AM,intentional attack,vandalism,30
2012,10,Delaware,DE,RFC,Northeast,0.3,normal,"Wednesday, October 24, 2012",3:15:00 PM,"Wednesday, October 24, 2012",3:16:00 PM,intentional attack,vandalism,1
2013,3,Delaware,DE,RFC,Northeast,-0.3,normal,"Thursday, March 28, 2013",1:01:00 PM,"Thursday, March 28, 2013",1:02:00 PM,intentional attack,vandalism,1
2016,2,Delaware,DE,RFC,Northeast,2,warm,"Wednesday, February 24, 2016",9:10:00 AM,"Wednesday, February 24, 2016",10:15:00 AM,intentional attack,vandalism,65
2012,7,Delaware,DE,RFC,Northeast,0.1,normal,"Thursday, July 19, 2012",12:32:00 PM,"Thursday, July 19, 2012",12:33:00 PM,intentional attack,vandalism,1
2012,3,Delaware,DE,RFC,Northeast,-0.4,normal,"Friday, March 23, 2012",7:34:00 PM,"Friday, March 23, 2012",7:34:00 PM,intentional attack,vandalism,0
2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,"Wednesday, September 21, 2011",10:30:00 AM,"Wednesday, September 21, 2011",10:30:00 AM,intentional attack,vandalism,0
